"TIME","GEO","UNIT","ICD10","AGE","RESID","SEX","Value","Flag and Footnotes"
"2013","Estonia","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total","1",""
"2013","Estonia","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2013","Estonia","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females","1",""
"2013","Estonia","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","13",""
"2013","Estonia","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","6",""
"2013","Estonia","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","7",""
"2013","Estonia","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","23",""
"2013","Estonia","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","11",""
"2013","Estonia","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","12",""
"2013","Estonia","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","317",""
"2013","Estonia","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","165",""
"2013","Estonia","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","152",""
"2013","Ireland","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","245",""
"2013","Ireland","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males","119",""
"2013","Ireland","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females","126",""
"2013","Ireland","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total","8,724",""
"2013","Ireland","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males","4,606",""
"2013","Ireland","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females","4,118",""
"2013","Ireland","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total","236",""
"2013","Ireland","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males","136",""
"2013","Ireland","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females","100",""
"2013","Ireland","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total","754",""
"2013","Ireland","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males","385",""
"2013","Ireland","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females","369",""
"2013","Ireland","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total","1,206",""
"2013","Ireland","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males","386",""
"2013","Ireland","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females","820",""
"2013","Ireland","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total","1,378",""
"2013","Ireland","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males","602",""
"2013","Ireland","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females","776",""
"2013","Ireland","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total","9,472",""
"2013","Ireland","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males","4,790",""
"2013","Ireland","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females","4,682",""
"2013","Ireland","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total","3,504",""
"2013","Ireland","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males","1,685",""
"2013","Ireland","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females","1,819",""
"2013","Ireland","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total","1,069",""
"2013","Ireland","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males","533",""
"2013","Ireland","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females","536",""
"2013","Ireland","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total","54",""
"2013","Ireland","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males","21",""
"2013","Ireland","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females","33",""
"2013","Ireland","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total","220",""
"2013","Ireland","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males","60",""
"2013","Ireland","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females","160",""
"2013","Ireland","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total","633",""
"2013","Ireland","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males","309",""
"2013","Ireland","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females","324",""
"2013","Ireland","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total","3",""
"2013","Ireland","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2013","Ireland","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females","3",""
"2013","Ireland","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","107",""
"2013","Ireland","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","64",""
"2013","Ireland","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","43",""
"2013","Ireland","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","196",""
"2013","Ireland","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","114",""
"2013","Ireland","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","82",""
"2013","Ireland","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","107",""
"2013","Ireland","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","46",""
"2013","Ireland","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","61",""
"2013","Greece","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","1,105",""
"2013","Greece","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males","522",""
"2013","Greece","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females","583",""
"2013","Greece","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total","28,844",""
"2013","Greece","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males","17,547",""
"2013","Greece","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females","11,297",""
"2013","Greece","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total","13",""
"2013","Greece","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males","5",""
"2013","Greece","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females","8",""
"2013","Greece","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total","1,759",""
"2013","Greece","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males","896",""
"2013","Greece","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females","863",""
"2013","Greece","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total","137",""
"2013","Greece","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males","42",""
"2013","Greece","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females","95",""
"2013","Greece","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total","1,830",""
"2013","Greece","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males","879",""
"2013","Greece","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females","951",""
"2013","Greece","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total","46,341",""
"2013","Greece","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males","21,779",""
"2013","Greece","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females","24,562",""
"2013","Greece","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total","10,924",""
"2013","Greece","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males","5,615",""
"2013","Greece","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females","5,309",""
"2013","Greece","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total","3,049",""
"2013","Greece","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males","1,699",""
"2013","Greece","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females","1,350",""
"2013","Greece","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total","28",""
"2013","Greece","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males","6",""
"2013","Greece","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females","22",""
"2013","Greece","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total","371",""
"2013","Greece","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males","132",""
"2013","Greece","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females","239",""
"2013","Greece","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total","2,106",""
"2013","Greece","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males","948",""
"2013","Greece","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females","1,158",""
"2013","Greece","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total",":",""
"2013","Greece","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2013","Greece","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females",":",""
"2013","Greece","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","158",""
"2013","Greece","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","93",""
"2013","Greece","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","65",""
"2013","Greece","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","195",""
"2013","Greece","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","114",""
"2013","Greece","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","81",""
"2013","Greece","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","10,979",""
"2013","Greece","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","4,555",""
"2013","Greece","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","6,424",""
"2013","Spain","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","6,208",""
"2013","Spain","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males","3,166",""
"2013","Spain","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females","3,042",""
"2013","Spain","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total","107,136",""
"2013","Spain","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males","65,642",""
"2013","Spain","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females","41,494",""
"2013","Spain","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total","3,885",""
"2013","Spain","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males","2,069",""
"2013","Spain","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females","1,816",""
"2013","Spain","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total","12,206",""
"2013","Spain","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males","5,063",""
"2013","Spain","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females","7,143",""
"2013","Spain","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total","16,977",""
"2013","Spain","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males","5,772",""
"2013","Spain","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females","11,205",""
"2013","Spain","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total","21,486",""
"2013","Spain","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males","8,360",""
"2013","Spain","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females","13,126",""
"2013","Spain","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total","117,484",""
"2013","Spain","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males","53,487",""
"2013","Spain","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females","63,997",""
"2013","Spain","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total","42,565",""
"2013","Spain","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males","24,305",""
"2013","Spain","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females","18,260",""
"2013","Spain","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total","19,378",""
"2013","Spain","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males","10,245",""
"2013","Spain","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females","9,133",""
"2013","Spain","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total","1,290",""
"2013","Spain","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males","416",""
"2013","Spain","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females","874",""
"2013","Spain","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total","3,361",""
"2013","Spain","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males","1,121",""
"2013","Spain","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females","2,240",""
"2013","Spain","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total","11,689",""
"2013","Spain","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males","5,236",""
"2013","Spain","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females","6,453",""
"2013","Spain","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total","18",""
"2013","Spain","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2013","Spain","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females","18",""
"2013","Spain","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","713",""
"2013","Spain","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","403",""
"2013","Spain","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","310",""
"2013","Spain","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","758",""
"2013","Spain","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","387",""
"2013","Spain","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","371",""
"2013","Spain","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","8,948",""
"2013","Spain","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","4,209",""
"2013","Spain","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","4,739",""
"2013","France","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","11,121",""
"2013","France","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males","5,343",""
"2013","France","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females","5,778",""
"2013","France","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total","157,105",""
"2013","France","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males","91,056",""
"2013","France","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females","66,049",""
"2013","France","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total","7,126",""
"2013","France","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males","3,631",""
"2013","France","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females","3,495",""
"2013","France","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total","20,333",""
"2013","France","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males","9,000",""
"2013","France","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females","11,333",""
"2013","France","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total","22,587",""
"2013","France","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males","9,271",""
"2013","France","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females","13,316",""
"2013","France","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total","35,798",""
"2013","France","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males","13,854",""
"2013","France","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females","21,944",""
"2013","France","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total","142,789",""
"2013","France","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males","66,223",""
"2013","France","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females","76,566",""
"2013","France","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total","37,711",""
"2013","France","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males","19,479",""
"2013","France","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females","18,232",""
"2013","France","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total","23,244",""
"2013","France","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males","12,531",""
"2013","France","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females","10,713",""
"2013","France","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total","1,304",""
"2013","France","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males","461",""
"2013","France","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females","843",""
"2013","France","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total","4,159",""
"2013","France","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males","1,614",""
"2013","France","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females","2,545",""
"2013","France","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total","8,987",""
"2013","France","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males","4,442",""
"2013","France","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females","4,545",""
"2013","France","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total","45",""
"2013","France","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2013","France","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females","45",""
"2013","France","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","1,569",""
"2013","France","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","877",""
"2013","France","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","692",""
"2013","France","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","1,623",""
"2013","France","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","852",""
"2013","France","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","771",""
"2013","France","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","54,459",""
"2013","France","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","25,553",""
"2013","France","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","28,906",""
"2013","France (metropolitan)","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","10,816",""
"2013","France (metropolitan)","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males","5,175",""
"2013","France (metropolitan)","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females","5,641",""
"2013","France (metropolitan)","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total","154,636",""
"2013","France (metropolitan)","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males","89,595",""
"2013","France (metropolitan)","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females","65,041",""
"2013","France (metropolitan)","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total","7,014",""
"2013","France (metropolitan)","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males","3,566",""
"2013","France (metropolitan)","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females","3,448",""
"2013","France (metropolitan)","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total","19,624",""
"2013","France (metropolitan)","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males","8,683",""
"2013","France (metropolitan)","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females","10,941",""
"2013","France (metropolitan)","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total","22,298",""
"2013","France (metropolitan)","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males","9,076",""
"2013","France (metropolitan)","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females","13,222",""
"2013","France (metropolitan)","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total","35,239",""
"2013","France (metropolitan)","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males","13,582",""
"2013","France (metropolitan)","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females","21,657",""
"2013","France (metropolitan)","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total","140,193",""
"2013","France (metropolitan)","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males","64,975",""
"2013","France (metropolitan)","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females","75,218",""
"2013","France (metropolitan)","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total","37,127",""
"2013","France (metropolitan)","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males","19,155",""
"2013","France (metropolitan)","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females","17,972",""
"2013","France (metropolitan)","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total","22,759",""
"2013","France (metropolitan)","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males","12,252",""
"2013","France (metropolitan)","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females","10,507",""
"2013","France (metropolitan)","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total","1,267",""
"2013","France (metropolitan)","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males","442",""
"2013","France (metropolitan)","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females","825",""
"2013","France (metropolitan)","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total","4,085",""
"2013","France (metropolitan)","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males","1,581",""
"2013","France (metropolitan)","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females","2,504",""
"2013","France (metropolitan)","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total","8,794",""
"2013","France (metropolitan)","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males","4,345",""
"2013","France (metropolitan)","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females","4,449",""
"2013","France (metropolitan)","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total","38",""
"2013","France (metropolitan)","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2013","France (metropolitan)","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females","38",""
"2013","France (metropolitan)","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","1,455",""
"2013","France (metropolitan)","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","813",""
"2013","France (metropolitan)","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","642",""
