"TIME","GEO","INDIC_DE","Value","FlagandFootnotes"
"2014","Poland","Average population - females","19,611,172",""
"2014","Poland","Average population - males","18,400,564",""
"2014","Portugal","Average population - total","10,401,062",""
"2014","Portugal","Average population - females","5,460,219",""
"2014","Portugal","Average population - males","4,940,843",""
"2014","Romania","Average population - total","19,908,979",""
"2014","Romania","Average population - females","10,182,416",""
"2014","Romania","Average population - males","9,726,563",""
"2014","Slovenia","Average population - total","2,061,980",""
"2014","Slovenia","Average population - females","1,040,428",""
"2014","Slovenia","Average population - males","1,021,552",""
"2014","Slovakia","Average population - total","5,418,649",""
"2014","Slovakia","Average population - females","2,777,955",""
"2014","Slovakia","Average population - males","2,640,694",""
"2014","Finland","Average population - total","5,461,512",""
"2014","Finland","Average population - females","2,775,398",""
"2014","Finland","Average population - males","2,686,114",""
"2014","Sweden","Average population - total","9,696,110",""
"2014","Sweden","Average population - females","4,852,811",""
"2014","Sweden","Average population - males","4,843,299",""
"2014","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - total","513,378,713","b"
"2014","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - females","262,748,221","b"
"2014","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - males","250,630,492","b"
"2014","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - total","509,142,651","b"
"2014","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - females","260,556,646","b"
"2014","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - males","248,586,005","b"
"2014","European Free Trade Association","Average population - total","13,690,513",""
"2014","European Free Trade Association","Average population - females","6,876,695",""
"2014","European Free Trade Association","Average population - males","6,813,819",""
"2014","Iceland","Average population - total","327,386",""
"2014","Iceland","Average population - females","163,134",""
"2014","Iceland","Average population - males","164,252",""
"2014","Liechtenstein","Average population - total","37,248",""
"2014","Liechtenstein","Average population - females","18,771",""
"2014","Liechtenstein","Average population - males","18,477",""
"2014","Norway","Average population - total","5,137,232",""
"2014","Norway","Average population - females","2,554,127",""
"2014","Norway","Average population - males","2,583,105",""
"2014","Switzerland","Average population - total","8,188,649",""
"2014","Switzerland","Average population - females","4,140,663",""
"2014","Switzerland","Average population - males","4,047,986",""
"2014","United Kingdom","Average population - total","64,602,298",""
"2014","United Kingdom","Average population - females","32,803,555",""
"2014","United Kingdom","Average population - males","31,798,743",""
"2014","Montenegro","Average population - total","621,810",""
"2014","Montenegro","Average population - females","314,472",""
"2014","Montenegro","Average population - males","307,339",""
"2014","North Macedonia","Average population - total","2,067,471",""
"2014","North Macedonia","Average population - females","1,031,791",""
"2014","North Macedonia","Average population - males","1,035,680",""
"2014","Albania","Average population - total","2,889,095",""
"2014","Albania","Average population - females","1,427,712",""
"2014","Albania","Average population - males","1,461,383",""
"2014","Serbia","Average population - total","7,130,576",""
"2014","Serbia","Average population - females","3,658,445",""
"2014","Serbia","Average population - males","3,472,131",""
"2014","Turkey","Average population - total","77,181,884",""
"2014","Turkey","Average population - females","38,453,053",""
"2014","Turkey","Average population - males","38,728,831",""
"2014","Andorra","Average population - total",":",""
"2014","Andorra","Average population - females",":",""
"2014","Andorra","Average population - males",":",""
"2014","Belarus","Average population - total","9,474,511",""
"2014","Belarus","Average population - females","5,069,307",""
"2014","Belarus","Average population - males","4,405,204",""
"2014","Bosnia and Herzegovina","Average population - total","3,828,123",""
"2014","Bosnia and Herzegovina","Average population - females",":",""
"2014","Bosnia and Herzegovina","Average population - males",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","1,812,788","e"
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - females","900,552","e"
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - males","912,234","e"
"2014","Moldova","Average population - total","3,556,397",""
"2014","Moldova","Average population - females","1,845,522",""
"2014","Moldova","Average population - males","1,710,875",""
"2014","Monaco","Average population - total",":",""
"2014","Monaco","Average population - females",":",""
"2014","Monaco","Average population - males",":",""
"2014","Russia","Average population - total",":",""
"2014","Russia","Average population - females",":",""
"2014","Russia","Average population - males",":",""
"2014","San Marino","Average population - total","32,655",""
"2014","San Marino","Average population - females",":",""
"2014","San Marino","Average population - males",":",""
"2014","Ukraine","Average population - total",":",""
"2014","Ukraine","Average population - females",":",""
"2014","Ukraine","Average population - males",":",""
"2014","Armenia","Average population - total",":",""
"2014","Armenia","Average population - females",":",""
"2014","Armenia","Average population - males",":",""
"2014","Azerbaijan","Average population - total","9,535,079",""
"2014","Azerbaijan","Average population - females","4,790,376",""
"2014","Azerbaijan","Average population - males","4,744,703",""
"2014","Georgia","Average population - total","4,109,999","be"
"2014","Georgia","Average population - females","2,150,063","be"
"2014","Georgia","Average population - males","1,959,936","be"
"2015","European Union - 28 countries (2013-2020)","Average population - total","509,351,040","b"
"2015","European Union - 28 countries (2013-2020)","Average population - females","260,593,841","b"
"2015","European Union - 28 countries (2013-2020)","Average population - males","248,757,199","b"
"2015","Belgium","Average population - total","11,274,196",""
"2015","Belgium","Average population - females","5,727,530",""
"2015","Belgium","Average population - males","5,546,666",""
"2015","Bulgaria","Average population - total","7,177,991",""
"2015","Bulgaria","Average population - females","3,688,395",""
"2015","Bulgaria","Average population - males","3,489,596",""
"2015","Czechia","Average population - total","10,546,059",""
"2015","Czechia","Average population - females","5,364,431",""
"2015","Czechia","Average population - males","5,181,629",""
"2015","Denmark","Average population - total","5,683,483",""
"2015","Denmark","Average population - females","2,859,033",""
"2015","Denmark","Average population - males","2,824,451",""
"2015","Germany (until 1990 former territory of the FRG)","Average population - total","81,686,611",""
"2015","Germany (until 1990 former territory of the FRG)","Average population - females","41,511,821",""
"2015","Germany (until 1990 former territory of the FRG)","Average population - males","40,174,790",""
"2015","Germany including former GDR","Average population - total","81,686,611",""
"2015","Germany including former GDR","Average population - females","41,511,821",""
"2015","Germany including former GDR","Average population - males","40,174,790",""
"2015","Estonia","Average population - total","1,315,407","b"
"2015","Estonia","Average population - females","699,701","b"
"2015","Estonia","Average population - males","615,706","b"
"2015","Ireland","Average population - total","4,701,957",""
"2015","Ireland","Average population - females","2,375,715",""
"2015","Ireland","Average population - males","2,326,242",""
"2015","Greece","Average population - total","10,820,883",""
"2015","Greece","Average population - females","5,574,583",""
"2015","Greece","Average population - males","5,246,300",""
"2015","Spain","Average population - total","46,444,832",""
"2015","Spain","Average population - females","23,627,827",""
"2015","Spain","Average population - males","22,817,005",""
"2015","France","Average population - total","66,548,272",""
"2015","France","Average population - females","34,337,450",""
"2015","France","Average population - males","32,210,822",""
"2015","France (metropolitan)","Average population - total",":",""
"2015","France (metropolitan)","Average population - females",":",""
"2015","France (metropolitan)","Average population - males",":",""
"2015","Croatia","Average population - total","4,207,993",""
"2015","Croatia","Average population - females","2,176,981",""
"2015","Croatia","Average population - males","2,031,012",""
"2015","Italy","Average population - total","60,730,582",""
"2015","Italy","Average population - females","31,251,626",""
"2015","Italy","Average population - males","29,478,956",""
"2015","Cyprus","Average population - total","847,664",""
"2015","Cyprus","Average population - females","435,405",""
"2015","Cyprus","Average population - males","412,259",""
"2015","Latvia","Average population - total","1,977,527",""
"2015","Latvia","Average population - females","1,069,774",""
"2015","Latvia","Average population - males","907,753",""
"2015","Lithuania","Average population - total","2,904,910",""
"2015","Lithuania","Average population - females","1,566,978",""
"2015","Lithuania","Average population - males","1,337,932",""
"2015","Luxembourg","Average population - total","569,604",""
"2015","Luxembourg","Average population - females","284,021",""
"2015","Luxembourg","Average population - males","285,583",""
"2015","Hungary","Average population - total","9,843,028",""
"2015","Hungary","Average population - females","5,150,879",""
"2015","Hungary","Average population - males","4,692,149",""
"2015","Malta","Average population - total","445,053",""
"2015","Malta","Average population - females","221,611",""
"2015","Malta","Average population - males","223,442",""
"2015","Netherlands","Average population - total","16,939,923",""
"2015","Netherlands","Average population - females","8,544,927",""
"2015","Netherlands","Average population - males","8,394,997",""
"2015","Austria","Average population - total","8,642,699",""
"2015","Austria","Average population - females","4,406,224",""
"2015","Austria","Average population - males","4,236,475",""
"2015","Poland","Average population - total","37,986,412",""
"2015","Poland","Average population - females","19,599,310",""
"2015","Poland","Average population - males","18,387,102",""
"2015","Portugal","Average population - total","10,358,076",""
"2015","Portugal","Average population - females","5,445,489",""
"2015","Portugal","Average population - males","4,912,588",""
"2015","Romania","Average population - total","19,815,616",""
"2015","Romania","Average population - females","10,137,213",""
"2015","Romania","Average population - males","9,678,404",""
"2015","Slovenia","Average population - total","2,063,531",""
"2015","Slovenia","Average population - females","1,040,750",""
"2015","Slovenia","Average population - males","1,022,781",""
"2015","Slovakia","Average population - total","5,423,801",""
"2015","Slovakia","Average population - females","2,779,596",""
"2015","Slovakia","Average population - males","2,644,205",""
"2015","Finland","Average population - total","5,479,531",""
"2015","Finland","Average population - females","2,782,854",""
"2015","Finland","Average population - males","2,696,677",""
"2015","Sweden","Average population - total","9,799,186",""
"2015","Sweden","Average population - females","4,897,583",""
"2015","Sweden","Average population - males","4,901,603",""
"2015","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - total","514,907,955","b"
"2015","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - females","263,354,508","b"
"2015","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - males","251,553,447","b"
"2015","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - total","510,699,963","b"
"2015","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - females","261,177,528","b"
"2015","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - males","249,522,435","b"
"2015","European Free Trade Association","Average population - total","13,839,312",""
"2015","European Free Trade Association","Average population - females","6,945,388",""
"2015","European Free Trade Association","Average population - males","6,893,924",""
"2015","Iceland","Average population - total","330,815",""
"2015","Iceland","Average population - females","164,587",""
"2015","Iceland","Average population - males","166,228",""
"2015","Liechtenstein","Average population - total","37,494",""
"2015","Liechtenstein","Average population - females","18,888",""
"2015","Liechtenstein","Average population - males","18,607",""
"2015","Norway","Average population - total","5,188,607",""
"2015","Norway","Average population - females","2,577,194",""
"2015","Norway","Average population - males","2,611,414",""
"2015","Switzerland","Average population - total","8,282,396",""
"2015","Switzerland","Average population - females","4,184,721",""
"2015","Switzerland","Average population - males","4,097,676",""
"2015","United Kingdom","Average population - total","65,116,219",""
"2015","United Kingdom","Average population - females","33,036,139",""
"2015","United Kingdom","Average population - males","32,080,080",""
"2015","Montenegro","Average population - total","622,159",""
"2015","Montenegro","Average population - females","314,531",""
"2015","Montenegro","Average population - males","307,628",""
"2015","North Macedonia","Average population - total","2,070,225",""
"2015","North Macedonia","Average population - females","1,033,166",""
"2015","North Macedonia","Average population - males","1,037,060",""
"2015","Albania","Average population - total","2,880,694",""
"2015","Albania","Average population - females","1,420,869",""
"2015","Albania","Average population - males","1,459,825",""
"2015","Serbia","Average population - total","7,095,383",""
"2015","Serbia","Average population - females","3,640,054",""
"2015","Serbia","Average population - males","3,455,329",""
"2015","Turkey","Average population - total","78,218,479",""
"2015","Turkey","Average population - females","38,970,732",""
"2015","Turkey","Average population - males","39,247,747",""
"2015","Andorra","Average population - total",":",""
"2015","Andorra","Average population - females",":",""
"2015","Andorra","Average population - males",":",""
"2015","Belarus","Average population - total","9,489,616",""
"2015","Belarus","Average population - females","5,074,597",""
"2015","Belarus","Average population - males","4,415,020",""
"2015","Bosnia and Herzegovina","Average population - total","3,670,658",""
"2015","Bosnia and Herzegovina","Average population - females",":",""
"2015","Bosnia and Herzegovina","Average population - males",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","1,788,274","e"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - females","892,682","e"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - males","895,591","e"
"2015","Moldova","Average population - total","3,554,108",""
"2015","Moldova","Average population - females",":",""
"2015","Moldova","Average population - males",":",""
"2015","Monaco","Average population - total","37,950","e"
"2015","Monaco","Average population - females",":",""
"2015","Monaco","Average population - males",":",""
"2015","Russia","Average population - total",":",""
"2015","Russia","Average population - females",":",""
"2015","Russia","Average population - males",":",""
"2015","San Marino","Average population - total","32,897",""
"2015","San Marino","Average population - females",":",""
"2015","San Marino","Average population - males",":",""
"2015","Ukraine","Average population - total","42,675,270","b"
"2015","Ukraine","Average population - females","22,922,417","b"
"2015","Ukraine","Average population - males","19,752,854","b"
"2015","Armenia","Average population - total","3,004,588",""
"2015","Armenia","Average population - females","1,570,493",""
"2015","Armenia","Average population - males","1,434,095",""
"2015","Azerbaijan","Average population - total","9,649,341",""
"2015","Azerbaijan","Average population - females","4,843,592",""
"2015","Azerbaijan","Average population - males","4,805,749",""
"2015","Georgia","Average population - total","3,724,950","e"
"2015","Georgia","Average population - females","1,945,950","e"
"2015","Georgia","Average population - males","1,779,000","e"
"2016","European Union - 28 countries (2013-2020)","Average population - total","510,778,779",""
"2016","European Union - 28 countries (2013-2020)","Average population - females","261,149,669",""
"2016","European Union - 28 countries (2013-2020)","Average population - males","249,629,110",""
"2016","Belgium","Average population - total","11,331,422",""
"2016","Belgium","Average population - females","5,752,154",""
"2016","Belgium","Average population - males","5,579,268",""
"2016","Bulgaria","Average population - total","7,127,822",""
"2016","Bulgaria","Average population - females","3,664,244",""
"2016","Bulgaria","Average population - males","3,463,578",""
"2016","Czechia","Average population - total","10,566,332",""
"2016","Czechia","Average population - females","5,372,823",""
"2016","Czechia","Average population - males","5,193,509",""
"2016","Denmark","Average population - total","5,728,010",""
"2016","Denmark","Average population - females","2,878,978",""
"2016","Denmark","Average population - males","2,849,033",""
"2016","Germany (until 1990 former territory of the FRG)","Average population - total","82,348,669",""
"2016","Germany (until 1990 former territory of the FRG)","Average population - females","41,743,048",""
"2016","Germany (until 1990 former territory of the FRG)","Average population - males","40,605,621",""
"2016","Germany including former GDR","Average population - total","82,348,669",""
"2016","Germany including former GDR","Average population - females","41,743,048",""
"2016","Germany including former GDR","Average population - males","40,605,621",""
"2016","Estonia","Average population - total","1,315,790",""
"2016","Estonia","Average population - females","698,667",""
"2016","Estonia","Average population - males","617,123",""
"2016","Ireland","Average population - total","4,755,335",""
"2016","Ireland","Average population - females","2,401,805",""
"2016","Ireland","Average population - males","2,353,530",""
"2016","Greece","Average population - total","10,775,971",""
"2016","Greece","Average population - females","5,553,227",""
"2016","Greece","Average population - males","5,222,744",""
"2016","Spain","Average population - total","46,484,062",""
"2016","Spain","Average population - females","23,663,031",""
"2016","Spain","Average population - males","22,821,031",""
"2016","France","Average population - total","66,724,104",""
"2016","France","Average population - females","34,443,235",""
"2016","France","Average population - males","32,280,869",""
"2016","France (metropolitan)","Average population - total",":",""
"2016","France (metropolitan)","Average population - females",":",""
"2016","France (metropolitan)","Average population - males",":",""
"2016","Croatia","Average population - total","4,172,441",""
"2016","Croatia","Average population - females","2,158,438",""
"2016","Croatia","Average population - males","2,014,004",""
"2016","Italy","Average population - total","60,627,498",""
"2016","Italy","Average population - females","31,176,467",""
"2016","Italy","Average population - males","29,451,031",""
"2016","Cyprus","Average population - total","851,561",""
"2016","Cyprus","Average population - females","436,883",""
"2016","Cyprus","Average population - males","414,678",""
"2016","Latvia","Average population - total","1,959,537",""
"2016","Latvia","Average population - females","1,059,546",""
"2016","Latvia","Average population - males","899,991",""
"2016","Lithuania","Average population - total","2,868,231",""
"2016","Lithuania","Average population - females","1,547,335",""
"2016","Lithuania","Average population - males","1,320,897",""
"2016","Luxembourg","Average population - total","582,014",""
"2016","Luxembourg","Average population - females","289,760",""
"2016","Luxembourg","Average population - males","292,254",""
"2016","Hungary","Average population - total","9,814,023",""
"2016","Hungary","Average population - females","5,132,118",""
"2016","Hungary","Average population - males","4,681,905",""
"2016","Malta","Average population - total","455,356",""
"2016","Malta","Average population - females","226,327",""
"2016","Malta","Average population - males","229,030",""
"2016","Netherlands","Average population - total","17,030,314",""
"2016","Netherlands","Average population - females","8,584,195",""
"2016","Netherlands","Average population - males","8,446,119",""
"2016","Austria","Average population - total","8,736,668",""
"2016","Austria","Average population - females","4,444,171",""
"2016","Austria","Average population - males","4,292,497",""
"2016","Poland","Average population - total","37,970,087",""
"2016","Poland","Average population - females","19,592,648",""
"2016","Poland","Average population - males","18,377,439",""
"2016","Portugal","Average population - total","10,325,452",""
"2016","Portugal","Average population - females","5,433,469",""
"2016","Portugal","Average population - males","4,891,983",""
"2016","Romania","Average population - total","19,702,267",""
"2016","Romania","Average population - females","10,076,361",""
"2016","Romania","Average population - males","9,625,907",""
"2016","Slovenia","Average population - total","2,065,042",""
"2016","Slovenia","Average population - females","1,040,813",""
"2016","Slovenia","Average population - males","1,024,229",""
"2016","Slovakia","Average population - total","5,430,798",""
"2016","Slovakia","Average population - females","2,781,915",""
"2016","Slovakia","Average population - males","2,648,883",""
"2016","Finland","Average population - total","5,495,303",""
"2016","Finland","Average population - females","2,788,394",""
"2016","Finland","Average population - males","2,706,909",""
"2016","Sweden","Average population - total","9,923,085",""
"2016","Sweden","Average population - females","4,950,929",""
"2016","Sweden","Average population - males","4,972,157",""
"2016","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - total","516,386,453",""
"2016","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - females","263,933,111",""
"2016","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - males","252,453,342",""
"2016","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - total","512,214,012",""
"2016","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - females","261,774,674",""
"2016","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - males","250,439,338",""
"2016","European Free Trade Association","Average population - total","13,981,012",""
"2016","European Free Trade Association","Average population - females","7,009,326",""
"2016","European Free Trade Association","Average population - males","6,971,686",""
"2016","Iceland","Average population - total","335,439",""
"2016","Iceland","Average population - females","166,288",""
"2016","Iceland","Average population - males","169,152",""
"2016","Liechtenstein","Average population - total","37,716",""
"2016","Liechtenstein","Average population - females","19,013",""
"2016","Liechtenstein","Average population - males","18,703",""
"2016","Norway","Average population - total","5,234,519",""
"2016","Norway","Average population - females","2,598,142",""
"2016","Norway","Average population - males","2,636,378",""
"2016","Switzerland","Average population - total","8,373,338",""
"2016","Switzerland","Average population - females","4,225,884",""
"2016","Switzerland","Average population - males","4,147,454",""
"2016","United Kingdom","Average population - total","65,611,593",""
"2016","United Kingdom","Average population - females","33,258,694",""
"2016","United Kingdom","Average population - males","32,352,899",""
"2016","Montenegro","Average population - total","622,303",""
"2016","Montenegro","Average population - females","314,560",""
"2016","Montenegro","Average population - males","307,743",""
"2016","North Macedonia","Average population - total","2,072,490",""
"2016","North Macedonia","Average population - females","1,034,383",""
"2016","North Macedonia","Average population - males","1,038,107",""
"2016","Albania","Average population - total","2,876,092",""
"2016","Albania","Average population - females","1,420,096",""
"2016","Albania","Average population - males","1,455,996",""
"2016","Serbia","Average population - total","7,058,322",""
"2016","Serbia","Average population - females","3,620,680",""
"2016","Serbia","Average population - males","3,437,643",""
"2016","Turkey","Average population - total","79,277,962",""
"2016","Turkey","Average population - females","39,500,542",""
"2016","Turkey","Average population - males","39,777,421",""
"2016","Andorra","Average population - total","72,419","e"
"2016","Andorra","Average population - females",":",""
"2016","Andorra","Average population - males",":",""
"2016","Belarus","Average population - total","9,501,534",""
"2016","Belarus","Average population - females","5,077,854",""
"2016","Belarus","Average population - males","4,423,681",""
"2016","Bosnia and Herzegovina","Average population - total","3,512,855",""
"2016","Bosnia and Herzegovina","Average population - females",":",""
"2016","Bosnia and Herzegovina","Average population - males",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","1,777,568","e"
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - females","894,807","e"
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - males","882,761","e"
"2016","Moldova","Average population - total","3,551,954",""
"2016","Moldova","Average population - females",":",""
"2016","Moldova","Average population - males",":",""
"2016","Monaco","Average population - total","37,875","e"
"2016","Monaco","Average population - females",":",""
"2016","Monaco","Average population - males",":",""
"2016","Russia","Average population - total",":",""
"2016","Russia","Average population - females",":",""
"2016","Russia","Average population - males",":",""
"2016","San Marino","Average population - total","33,101",""
"2016","San Marino","Average population - females",":",""
"2016","San Marino","Average population - males",":",""
"2016","Ukraine","Average population - total","42,502,892",""
"2016","Ukraine","Average population - females","22,821,662",""
"2016","Ukraine","Average population - males","19,681,231",""
"2016","Armenia","Average population - total","2,992,364",""
"2016","Armenia","Average population - females","1,568,458",""
"2016","Armenia","Average population - males","1,423,907",""
"2016","Azerbaijan","Average population - total","9,757,812",""
"2016","Azerbaijan","Average population - females","4,894,387",""
"2016","Azerbaijan","Average population - males","4,863,426",""
"2016","Georgia","Average population - total","3,723,387",""
"2016","Georgia","Average population - females",":",""
"2016","Georgia","Average population - males",":",""
"2017","European Union - 28 countries (2013-2020)","Average population - total","511,930,353","b"
"2017","European Union - 28 countries (2013-2020)","Average population - females","261,652,155","b"
"2017","European Union - 28 countries (2013-2020)","Average population - males","250,278,198","b"
"2017","Belgium","Average population - total","11,375,158",""
"2017","Belgium","Average population - females","5,773,413",""
"2017","Belgium","Average population - males","5,601,745",""
"2017","Bulgaria","Average population - total","7,075,947",""
"2017","Bulgaria","Average population - females","3,639,753",""
"2017","Bulgaria","Average population - males","3,436,194",""
"2017","Czechia","Average population - total","10,594,438",""
"2017","Czechia","Average population - females","5,384,199",""
"2017","Czechia","Average population - males","5,210,239",""
"2017","Denmark","Average population - total","5,764,980",""
"2017","Denmark","Average population - females","2,896,654",""
"2017","Denmark","Average population - males","2,868,326",""
"2017","Germany (until 1990 former territory of the FRG)","Average population - total","82,657,002",""
"2017","Germany (until 1990 former territory of the FRG)","Average population - females","41,886,661",""
"2017","Germany (until 1990 former territory of the FRG)","Average population - males","40,770,342",""
"2017","Germany including former GDR","Average population - total","82,657,002",""
"2017","Germany including former GDR","Average population - females","41,886,661",""
"2017","Germany including former GDR","Average population - males","40,770,342",""
"2017","Estonia","Average population - total","1,317,384",""
"2017","Estonia","Average population - females","698,073",""
"2017","Estonia","Average population - males","619,311",""
"2017","Ireland","Average population - total","4,807,388",""
"2017","Ireland","Average population - females","2,427,317",""
"2017","Ireland","Average population - males","2,380,071",""
"2017","Greece","Average population - total","10,754,679",""
"2017","Greece","Average population - females","5,539,021",""
"2017","Greece","Average population - males","5,215,659",""
"2017","Spain","Average population - total","46,593,236",""
"2017","Spain","Average population - females","23,734,996",""
"2017","Spain","Average population - males","22,858,240",""
"2017","France","Average population - total","66,918,020",""
"2017","France","Average population - females","34,553,729",""
"2017","France","Average population - males","32,364,291",""
"2017","France (metropolitan)","Average population - total",":",""
"2017","France (metropolitan)","Average population - females",":",""
"2017","France (metropolitan)","Average population - males",":",""
"2017","Croatia","Average population - total","4,129,853",""
"2017","Croatia","Average population - females","2,136,349",""
"2017","Croatia","Average population - males","1,993,505",""
"2017","Italy","Average population - total","60,536,709",""
"2017","Italy","Average population - females","31,100,035",""
"2017","Italy","Average population - males","29,436,674",""
"2017","Cyprus","Average population - total","859,519",""
"2017","Cyprus","Average population - females","440,434",""
"2017","Cyprus","Average population - males","419,086",""
"2017","Latvia","Average population - total","1,942,248",""
"2017","Latvia","Average population - females","1,049,586",""
"2017","Latvia","Average population - males","892,662",""
"2017","Lithuania","Average population - total","2,828,403",""
"2017","Lithuania","Average population - females","1,523,663",""
"2017","Lithuania","Average population - males","1,304,740",""
"2017","Luxembourg","Average population - total","596,336","b"
"2017","Luxembourg","Average population - females","296,726","b"
"2017","Luxembourg","Average population - males","299,611","b"
"2017","Hungary","Average population - total","9,787,966",""
"2017","Hungary","Average population - females","5,114,520",""
"2017","Hungary","Average population - males","4,673,447",""
"2017","Malta","Average population - total","467,999",""
"2017","Malta","Average population - females","231,868",""
"2017","Malta","Average population - males","236,131",""
"2017","Netherlands","Average population - total","17,131,296",""
"2017","Netherlands","Average population - females","8,630,224",""
"2017","Netherlands","Average population - males","8,501,072",""
"2017","Austria","Average population - total","8,797,566",""
"2017","Austria","Average population - females","4,472,087",""
"2017","Austria","Average population - males","4,325,480",""
"2017","Poland","Average population - total","37,974,826",""
"2017","Poland","Average population - females","19,595,758",""
"2017","Poland","Average population - males","18,379,068",""
"2017","Portugal","Average population - total","10,300,300",""
"2017","Portugal","Average population - females","5,425,226",""
"2017","Portugal","Average population - males","4,875,074",""
"2017","Romania","Average population - total","19,588,715",""
"2017","Romania","Average population - females","10,010,242",""
"2017","Romania","Average population - males","9,578,474",""
"2017","Slovenia","Average population - total","2,066,388",""
"2017","Slovenia","Average population - females","1,040,305",""
"2017","Slovenia","Average population - males","1,026,083",""
"2017","Slovakia","Average population - total","5,439,232",""
"2017","Slovakia","Average population - females","2,785,133",""
"2017","Slovakia","Average population - males","2,654,099",""
"2017","Finland","Average population - total","5,508,214",""
"2017","Finland","Average population - females","2,792,485",""
"2017","Finland","Average population - males","2,715,729",""
"2017","Sweden","Average population - total","10,057,698",""
"2017","Sweden","Average population - females","5,009,693",""
"2017","Sweden","Average population - males","5,048,005",""
"2017","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - total","517,588,682","b"
"2017","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - females","264,458,599","b"
"2017","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - males","253,130,083","b"
"2017","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - total","513,458,829","b"
"2017","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - females","262,322,251","b"
"2017","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - males","251,136,579","b"
"2017","European Free Trade Association","Average population - total","14,110,170",""
"2017","European Free Trade Association","Average population - females","7,068,349",""
"2017","European Free Trade Association","Average population - males","7,041,821",""
"2017","Iceland","Average population - total","343,400",""
"2017","Iceland","Average population - females","169,083",""
"2017","Iceland","Average population - males","174,317",""
"2017","Liechtenstein","Average population - total","37,962",""
"2017","Liechtenstein","Average population - females","19,144",""
"2017","Liechtenstein","Average population - males","18,818",""
"2017","Norway","Average population - total","5,276,968",""
"2017","Norway","Average population - females","2,618,218",""
"2017","Norway","Average population - males","2,658,751",""
"2017","Switzerland","Average population - total","8,451,840",""
"2017","Switzerland","Average population - females","4,261,905",""
"2017","Switzerland","Average population - males","4,189,936",""
"2017","United Kingdom","Average population - total","66,058,859",""
"2017","United Kingdom","Average population - females","33,464,012",""
"2017","United Kingdom","Average population - males","32,594,847",""
"2017","Montenegro","Average population - total","622,373",""
"2017","Montenegro","Average population - females","314,627",""
"2017","Montenegro","Average population - males","307,747",""
"2017","North Macedonia","Average population - total","2,074,502",""
"2017","North Macedonia","Average population - females","1,035,554",""
"2017","North Macedonia","Average population - males","1,038,948",""
"2017","Albania","Average population - total","2,873,458",""
"2017","Albania","Average population - females","1,427,383",""
"2017","Albania","Average population - males","1,446,075",""
"2017","Serbia","Average population - total","7,020,858",""
"2017","Serbia","Average population - females","3,601,049",""
"2017","Serbia","Average population - males","3,419,810",""
"2017","Turkey","Average population - total","80,312,698",""
"2017","Turkey","Average population - females","40,023,306",""
"2017","Turkey","Average population - males","40,289,393",""
"2017","Andorra","Average population - total",":",""
"2017","Andorra","Average population - females",":",""
"2017","Andorra","Average population - males",":",""
"2017","Belarus","Average population - total","9,498,264",""
"2017","Belarus","Average population - females","5,074,237",""
"2017","Belarus","Average population - males","4,424,027",""
"2017","Bosnia and Herzegovina","Average population - total","3,505,012",""
"2017","Bosnia and Herzegovina","Average population - females",":",""
"2017","Bosnia and Herzegovina","Average population - males",":",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","1,791,019","e"
