"TIME","GEO","UNIT","ICHA11_HP","Value","Flag and Footnotes"
"2013","Norway","Million euro","Mental health hospitals","3,261.30",""
"2013","Norway","Million euro","Dental practice","1,814.85",""
"2013","Norway","Million euro","Pharmacies","2,343.63",""
"2013","Switzerland","Million euro","All providers of health care","56,143.31",""
"2013","Switzerland","Million euro","General hospitals","16,606.97",""
"2013","Switzerland","Million euro","Mental health hospitals","1,701.54",""
"2013","Switzerland","Million euro","Dental practice","3,298.85",""
"2013","Switzerland","Million euro","Pharmacies","3,886.02",""
"2013","United Kingdom","Million euro","All providers of health care","209,392.49",""
"2013","United Kingdom","Million euro","General hospitals",":",""
"2013","United Kingdom","Million euro","Mental health hospitals",":",""
"2013","United Kingdom","Million euro","Dental practice","7,801.98",""
"2013","United Kingdom","Million euro","Pharmacies",":",""
"2013","Bosnia and Herzegovina","Million euro","All providers of health care","1,291.88",""
"2013","Bosnia and Herzegovina","Million euro","General hospitals","425.80",""
"2013","Bosnia and Herzegovina","Million euro","Mental health hospitals","3.56",""
"2013","Bosnia and Herzegovina","Million euro","Dental practice","36.96",""
"2013","Bosnia and Herzegovina","Million euro","Pharmacies","319.61",""
"2014","European Union - 28 countries (2013-2020)","Million euro","All providers of health care","1,408,166.74",""
"2014","European Union - 28 countries (2013-2020)","Million euro","General hospitals",":",""
"2014","European Union - 28 countries (2013-2020)","Million euro","Mental health hospitals",":",""
"2014","European Union - 28 countries (2013-2020)","Million euro","Dental practice",":",""
"2014","European Union - 28 countries (2013-2020)","Million euro","Pharmacies",":",""
"2014","Belgium","Million euro","All providers of health care","42,694.62",""
"2014","Belgium","Million euro","General hospitals","13,640.57",""
"2014","Belgium","Million euro","Mental health hospitals","1,834.41",""
"2014","Belgium","Million euro","Dental practice","1,563.04",""
"2014","Belgium","Million euro","Pharmacies","4,816.81",""
"2014","Bulgaria","Million euro","All providers of health care","3,305.61",""
"2014","Bulgaria","Million euro","General hospitals","975.40",""
"2014","Bulgaria","Million euro","Mental health hospitals","22.02",""
"2014","Bulgaria","Million euro","Dental practice","119.76",""
"2014","Bulgaria","Million euro","Pharmacies","1,134.24",""
"2014","Czechia","Million euro","All providers of health care","11,989.32",""
"2014","Czechia","Million euro","General hospitals","4,464.49",""
"2014","Czechia","Million euro","Mental health hospitals","173.28",""
"2014","Czechia","Million euro","Dental practice","593.46",""
"2014","Czechia","Million euro","Pharmacies","1,712.62",""
"2014","Denmark","Million euro","All providers of health care","27,032.54",""
"2014","Denmark","Million euro","General hospitals","10,913.86",""
"2014","Denmark","Million euro","Mental health hospitals","1,101.82",""
"2014","Denmark","Million euro","Dental practice","1,483.99",""
"2014","Denmark","Million euro","Pharmacies","1,533.64",""
"2014","Germany (until 1990 former territory of the FRG)","Million euro","All providers of health care","322,649.00",""
"2014","Germany (until 1990 former territory of the FRG)","Million euro","General hospitals","85,009.00",""
"2014","Germany (until 1990 former territory of the FRG)","Million euro","Mental health hospitals",":",""
"2014","Germany (until 1990 former territory of the FRG)","Million euro","Dental practice","24,967.00",""
"2014","Germany (until 1990 former territory of the FRG)","Million euro","Pharmacies","44,400.00",""
"2014","Estonia","Million euro","All providers of health care","1,227.09",""
"2014","Estonia","Million euro","General hospitals","556.35",""
"2014","Estonia","Million euro","Mental health hospitals","3.32",""
"2014","Estonia","Million euro","Dental practice","92.77",""
"2014","Estonia","Million euro","Pharmacies","225.84",""
"2014","Ireland","Million euro","All providers of health care","18,607.18",""
"2014","Ireland","Million euro","General hospitals","5,663.56",""
"2014","Ireland","Million euro","Mental health hospitals","283.17",""
"2014","Ireland","Million euro","Dental practice","452.87",""
"2014","Ireland","Million euro","Pharmacies","2,414.95",""
"2014","Greece","Million euro","All providers of health care","14,024.42",""
"2014","Greece","Million euro","General hospitals","5,370.39",""
"2014","Greece","Million euro","Mental health hospitals","355.55",""
"2014","Greece","Million euro","Dental practice","804.30",""
"2014","Greece","Million euro","Pharmacies","3,773.06",""
"2014","Spain","Million euro","All providers of health care","93,816.60",""
"2014","Spain","Million euro","General hospitals","36,952.77",""
"2014","Spain","Million euro","Mental health hospitals","759.25",""
"2014","Spain","Million euro","Dental practice","4,264.71",""
"2014","Spain","Million euro","Pharmacies","14,643.97",""
"2014","France","Million euro","All providers of health care","248,177.82",""
"2014","France","Million euro","General hospitals","84,483.30",""
"2014","France","Million euro","Mental health hospitals","10,195.56",""
"2014","France","Million euro","Dental practice","9,817.18",""
"2014","France","Million euro","Pharmacies","37,376.06",""
"2014","Croatia","Million euro","All providers of health care","2,907.78",""
"2014","Croatia","Million euro","General hospitals","1,163.06",""
"2014","Croatia","Million euro","Mental health hospitals","43.30",""
"2014","Croatia","Million euro","Dental practice","179.01",""
"2014","Croatia","Million euro","Pharmacies","604.81",""
"2014","Italy","Million euro","All providers of health care","144,317.00",""
"2014","Italy","Million euro","General hospitals",":",""
"2014","Italy","Million euro","Mental health hospitals",":",""
"2014","Italy","Million euro","Dental practice",":",""
"2014","Italy","Million euro","Pharmacies",":",""
"2014","Cyprus","Million euro","All providers of health care","1,211.80",""
"2014","Cyprus","Million euro","General hospitals","440.97",""
"2014","Cyprus","Million euro","Mental health hospitals","13.16",""
"2014","Cyprus","Million euro","Dental practice","70.62",""
"2014","Cyprus","Million euro","Pharmacies","163.29",""
"2014","Latvia","Million euro","All providers of health care","1,290.77",""
"2014","Latvia","Million euro","General hospitals","344.77",""
"2014","Latvia","Million euro","Mental health hospitals","34.31",""
"2014","Latvia","Million euro","Dental practice","61.02",""
"2014","Latvia","Million euro","Pharmacies","351.31",""
"2014","Lithuania","Million euro","All providers of health care","2,265.58",""
"2014","Lithuania","Million euro","General hospitals","638.76",""
"2014","Lithuania","Million euro","Mental health hospitals","15.84",""
"2014","Lithuania","Million euro","Dental practice","105.55",""
"2014","Lithuania","Million euro","Pharmacies","629.18",""
"2014","Luxembourg","Million euro","All providers of health care","2,708.90",""
"2014","Luxembourg","Million euro","General hospitals","739.41",""
"2014","Luxembourg","Million euro","Mental health hospitals","41.34",""
"2014","Luxembourg","Million euro","Dental practice","152.07",""
"2014","Luxembourg","Million euro","Pharmacies","280.68",""
"2014","Hungary","Million euro","All providers of health care","7,488.05",""
"2014","Hungary","Million euro","General hospitals","2,501.37",""
"2014","Hungary","Million euro","Mental health hospitals","6.23",""
"2014","Hungary","Million euro","Dental practice","281.27",""
"2014","Hungary","Million euro","Pharmacies","2,254.82",""
"2014","Malta","Million euro","All providers of health care","795.04",""
"2014","Malta","Million euro","General hospitals","292.73",""
"2014","Malta","Million euro","Mental health hospitals","23.49",""
"2014","Malta","Million euro","Dental practice","20.75",""
"2014","Malta","Million euro","Pharmacies","107.13",""
"2014","Netherlands","Million euro","All providers of health care","70,964.21",""
"2014","Netherlands","Million euro","General hospitals","17,933.09",""
"2014","Netherlands","Million euro","Mental health hospitals","3,903.16",""
"2014","Netherlands","Million euro","Dental practice","3,051.50",""
"2014","Netherlands","Million euro","Pharmacies","5,021.10",""
"2014","Austria","Million euro","All providers of health care","34,540.89",""
"2014","Austria","Million euro","General hospitals","11,673.56",""
"2014","Austria","Million euro","Mental health hospitals",":",""
"2014","Austria","Million euro","Dental practice","1,680.83",""
"2014","Austria","Million euro","Pharmacies","3,715.70",""
"2014","Poland","Million euro","All providers of health care","25,681.21",""
"2014","Poland","Million euro","General hospitals","8,213.00",""
"2014","Poland","Million euro","Mental health hospitals","420.95",""
"2014","Poland","Million euro","Dental practice","1,054.89",""
"2014","Poland","Million euro","Pharmacies","5,502.19",""
"2014","Portugal","Million euro","All providers of health care","16,168.20",""
"2014","Portugal","Million euro","General hospitals","6,511.36",""
"2014","Portugal","Million euro","Mental health hospitals","121.33",""
"2014","Portugal","Million euro","Dental practice",":",""
"2014","Portugal","Million euro","Pharmacies","2,564.22",""
"2014","Romania","Million euro","All providers of health care","7,568.11",""
"2014","Romania","Million euro","General hospitals","2,275.59",""
"2014","Romania","Million euro","Mental health hospitals","96.88",""
"2014","Romania","Million euro","Dental practice","193.35",""
"2014","Romania","Million euro","Pharmacies","2,609.56",""
"2014","Slovenia","Million euro","All providers of health care","3,199.66",""
"2014","Slovenia","Million euro","General hospitals","1,021.92",""
"2014","Slovenia","Million euro","Mental health hospitals","47.46",""
"2014","Slovenia","Million euro","Dental practice","99.60",""
"2014","Slovenia","Million euro","Pharmacies","575.90",""
"2014","Slovakia","Million euro","All providers of health care","5,256.33","b"
"2014","Slovakia","Million euro","General hospitals","1,661.30","b"
"2014","Slovakia","Million euro","Mental health hospitals","33.15","b"
"2014","Slovakia","Million euro","Dental practice","233.47","b"
"2014","Slovakia","Million euro","Pharmacies","1,420.75","b"
"2014","Finland","Million euro","All providers of health care","20,236.91",""
"2014","Finland","Million euro","General hospitals","6,786.28",""
"2014","Finland","Million euro","Mental health hospitals","6.50",""
"2014","Finland","Million euro","Dental practice","560.02",""
"2014","Finland","Million euro","Pharmacies","2,390.20",""
"2014","Sweden","Million euro","All providers of health care","48,043.30",""
"2014","Sweden","Million euro","General hospitals","18,588.45",""
"2014","Sweden","Million euro","Mental health hospitals",":",""
"2014","Sweden","Million euro","Dental practice","2,752.54",""
"2014","Sweden","Million euro","Pharmacies","4,122.66",""
"2014","Iceland","Million euro","All providers of health care","1,108.64",""
"2014","Iceland","Million euro","General hospitals","422.94",""
"2014","Iceland","Million euro","Mental health hospitals",":",""
"2014","Iceland","Million euro","Dental practice","75.69",""
"2014","Iceland","Million euro","Pharmacies","112.63",""
"2014","Liechtenstein","Million euro","All providers of health care","283.02",""
"2014","Liechtenstein","Million euro","General hospitals","24.15",""
"2014","Liechtenstein","Million euro","Mental health hospitals","0.00",""
"2014","Liechtenstein","Million euro","Dental practice","16.21",""
"2014","Liechtenstein","Million euro","Pharmacies","9.97",""
"2014","Norway","Million euro","All providers of health care","35,132.03",""
"2014","Norway","Million euro","General hospitals","10,714.35",""
"2014","Norway","Million euro","Mental health hospitals","3,251.34",""
"2014","Norway","Million euro","Dental practice","1,822.03",""
"2014","Norway","Million euro","Pharmacies","2,331.47",""
"2014","Switzerland","Million euro","All providers of health care","58,808.84",""
"2014","Switzerland","Million euro","General hospitals","17,415.33",""
"2014","Switzerland","Million euro","Mental health hospitals","1,730.91",""
"2014","Switzerland","Million euro","Dental practice","3,421.67",""
"2014","Switzerland","Million euro","Pharmacies","3,952.50",""
"2014","United Kingdom","Million euro","All providers of health care","229,998.79",""
"2014","United Kingdom","Million euro","General hospitals",":",""
"2014","United Kingdom","Million euro","Mental health hospitals",":",""
"2014","United Kingdom","Million euro","Dental practice","8,391.16",""
"2014","United Kingdom","Million euro","Pharmacies",":",""
"2014","Bosnia and Herzegovina","Million euro","All providers of health care","1,324.74",""
"2014","Bosnia and Herzegovina","Million euro","General hospitals","443.36",""
"2014","Bosnia and Herzegovina","Million euro","Mental health hospitals","3.67",""
"2014","Bosnia and Herzegovina","Million euro","Dental practice","37.87",""
"2014","Bosnia and Herzegovina","Million euro","Pharmacies","318.75",""
"2015","European Union - 28 countries (2013-2020)","Million euro","All providers of health care","1,474,985.71",""
"2015","European Union - 28 countries (2013-2020)","Million euro","General hospitals",":",""
"2015","European Union - 28 countries (2013-2020)","Million euro","Mental health hospitals",":",""
"2015","European Union - 28 countries (2013-2020)","Million euro","Dental practice",":",""
"2015","European Union - 28 countries (2013-2020)","Million euro","Pharmacies",":",""
"2015","Belgium","Million euro","All providers of health care","43,464.68",""
"2015","Belgium","Million euro","General hospitals","14,530.68",""
"2015","Belgium","Million euro","Mental health hospitals","1,858.52",""
"2015","Belgium","Million euro","Dental practice","1,742.66",""
"2015","Belgium","Million euro","Pharmacies","4,860.53",""
"2015","Bulgaria","Million euro","All providers of health care","3,386.12",""
"2015","Bulgaria","Million euro","General hospitals","966.14",""
"2015","Bulgaria","Million euro","Mental health hospitals","22.86",""
"2015","Bulgaria","Million euro","Dental practice","129.56",""
"2015","Bulgaria","Million euro","Pharmacies","1,205.28",""
"2015","Czechia","Million euro","All providers of health care","12,202.11",""
"2015","Czechia","Million euro","General hospitals","4,476.73",""
"2015","Czechia","Million euro","Mental health hospitals","176.87",""
"2015","Czechia","Million euro","Dental practice","641.32",""
"2015","Czechia","Million euro","Pharmacies","1,784.67",""
"2015","Denmark","Million euro","All providers of health care","27,921.96",""
"2015","Denmark","Million euro","General hospitals","11,236.97",""
"2015","Denmark","Million euro","Mental health hospitals","1,142.88",""
"2015","Denmark","Million euro","Dental practice","1,518.44",""
"2015","Denmark","Million euro","Pharmacies","1,563.41",""
"2015","Germany (until 1990 former territory of the FRG)","Million euro","All providers of health care","338,439.00",""
"2015","Germany (until 1990 former territory of the FRG)","Million euro","General hospitals","88,241.00",""
"2015","Germany (until 1990 former territory of the FRG)","Million euro","Mental health hospitals",":",""
"2015","Germany (until 1990 former territory of the FRG)","Million euro","Dental practice","25,776.00",""
"2015","Germany (until 1990 former territory of the FRG)","Million euro","Pharmacies","46,466.00",""
"2015","Estonia","Million euro","All providers of health care","1,318.90",""
"2015","Estonia","Million euro","General hospitals","592.22",""
"2015","Estonia","Million euro","Mental health hospitals","3.64",""
"2015","Estonia","Million euro","Dental practice","101.89",""
"2015","Estonia","Million euro","Pharmacies","235.54",""
"2015","Ireland","Million euro","All providers of health care","19,230.48",""
"2015","Ireland","Million euro","General hospitals","5,924.44",""
"2015","Ireland","Million euro","Mental health hospitals","284.60",""
"2015","Ireland","Million euro","Dental practice","445.92",""
"2015","Ireland","Million euro","Pharmacies","2,447.77",""
"2015","Greece","Million euro","All providers of health care","14,210.20",""
"2015","Greece","Million euro","General hospitals","5,403.29",""
"2015","Greece","Million euro","Mental health hospitals","373.66",""
"2015","Greece","Million euro","Dental practice","702.74",""
"2015","Greece","Million euro","Pharmacies","3,818.27",""
"2015","Spain","Million euro","All providers of health care","98,342.72",""
"2015","Spain","Million euro","General hospitals","39,624.57",""
"2015","Spain","Million euro","Mental health hospitals","808.73",""
"2015","Spain","Million euro","Dental practice","4,072.67",""
"2015","Spain","Million euro","Pharmacies","15,044.66",""
"2015","France","Million euro","All providers of health care","251,666.74",""
"2015","France","Million euro","General hospitals","85,931.51",""
"2015","France","Million euro","Mental health hospitals","10,224.03",""
"2015","France","Million euro","Dental practice","9,944.41",""
"2015","France","Million euro","Pharmacies","37,579.77",""
"2015","Croatia","Million euro","All providers of health care","3,027.78",""
"2015","Croatia","Million euro","General hospitals","1,222.82",""
"2015","Croatia","Million euro","Mental health hospitals","51.38",""
"2015","Croatia","Million euro","Dental practice","174.39",""
"2015","Croatia","Million euro","Pharmacies","600.39",""
"2015","Italy","Million euro","All providers of health care","146,613.00",""
"2015","Italy","Million euro","General hospitals",":",""
"2015","Italy","Million euro","Mental health hospitals",":",""
"2015","Italy","Million euro","Dental practice",":",""
"2015","Italy","Million euro","Pharmacies",":",""
"2015","Cyprus","Million euro","All providers of health care","1,207.80",""
"2015","Cyprus","Million euro","General hospitals","492.56",""
"2015","Cyprus","Million euro","Mental health hospitals","12.70",""
"2015","Cyprus","Million euro","Dental practice","56.19",""
"2015","Cyprus","Million euro","Pharmacies","176.43",""
"2015","Latvia","Million euro","All providers of health care","1,388.84",""
"2015","Latvia","Million euro","General hospitals","350.02",""
"2015","Latvia","Million euro","Mental health hospitals","35.80",""
"2015","Latvia","Million euro","Dental practice","61.56",""
"2015","Latvia","Million euro","Pharmacies","384.38",""
"2015","Lithuania","Million euro","All providers of health care","2,423.88",""
"2015","Lithuania","Million euro","General hospitals","704.00",""
"2015","Lithuania","Million euro","Mental health hospitals","17.56",""
"2015","Lithuania","Million euro","Dental practice","125.01",""
"2015","Lithuania","Million euro","Pharmacies","649.27",""
"2015","Luxembourg","Million euro","All providers of health care","2,751.04",""
"2015","Luxembourg","Million euro","General hospitals","757.31",""
"2015","Luxembourg","Million euro","Mental health hospitals","42.09",""
"2015","Luxembourg","Million euro","Dental practice","155.57",""
"2015","Luxembourg","Million euro","Pharmacies","276.77",""
"2015","Hungary","Million euro","All providers of health care","7,730.72",""
"2015","Hungary","Million euro","General hospitals","2,632.12",""
"2015","Hungary","Million euro","Mental health hospitals","6.74",""
"2015","Hungary","Million euro","Dental practice","276.90",""
"2015","Hungary","Million euro","Pharmacies","2,303.77",""
"2015","Malta","Million euro","All providers of health care","889.47",""
"2015","Malta","Million euro","General hospitals","333.01",""
"2015","Malta","Million euro","Mental health hospitals","25.38",""
"2015","Malta","Million euro","Dental practice","21.13",""
"2015","Malta","Million euro","Pharmacies","124.29",""
"2015","Netherlands","Million euro","All providers of health care","71,236.00",""
"2015","Netherlands","Million euro","General hospitals","19,416.00",""
"2015","Netherlands","Million euro","Mental health hospitals","3,648.00",""
"2015","Netherlands","Million euro","Dental practice","3,027.00",""
"2015","Netherlands","Million euro","Pharmacies","5,090.00",""
"2015","Austria","Million euro","All providers of health care","35,692.35",""
"2015","Austria","Million euro","General hospitals","11,998.47",""
"2015","Austria","Million euro","Mental health hospitals",":",""
"2015","Austria","Million euro","Dental practice","1,721.12",""
"2015","Austria","Million euro","Pharmacies","3,902.59",""
"2015","Poland","Million euro","All providers of health care","27,280.04",""
"2015","Poland","Million euro","General hospitals","8,771.66",""
"2015","Poland","Million euro","Mental health hospitals","427.51",""
"2015","Poland","Million euro","Dental practice","1,124.89",""
"2015","Poland","Million euro","Pharmacies","5,705.38",""
"2015","Portugal","Million euro","All providers of health care","16,742.90",""
"2015","Portugal","Million euro","General hospitals","6,759.06",""
"2015","Portugal","Million euro","Mental health hospitals","122.65",""
"2015","Portugal","Million euro","Dental practice",":",""
"2015","Portugal","Million euro","Pharmacies","2,657.95",""
"2015","Romania","Million euro","All providers of health care","7,922.96",""
"2015","Romania","Million euro","General hospitals","2,460.83",""
"2015","Romania","Million euro","Mental health hospitals","91.16",""
"2015","Romania","Million euro","Dental practice","248.39",""
"2015","Romania","Million euro","Pharmacies","2,573.08",""
"2015","Slovenia","Million euro","All providers of health care","3,309.20",""
"2015","Slovenia","Million euro","General hospitals","1,064.28",""
"2015","Slovenia","Million euro","Mental health hospitals","51.01",""
"2015","Slovenia","Million euro","Dental practice","100.15",""
"2015","Slovenia","Million euro","Pharmacies","587.12",""
"2015","Slovakia","Million euro","All providers of health care","5,418.25",""
"2015","Slovakia","Million euro","General hospitals","1,779.73",""
"2015","Slovakia","Million euro","Mental health hospitals","29.75",""
"2015","Slovakia","Million euro","Dental practice","262.65",""
"2015","Slovakia","Million euro","Pharmacies","1,455.65",""
"2015","Finland","Million euro","All providers of health care","20,388.59","b"
"2015","Finland","Million euro","General hospitals","7,139.90",""
"2015","Finland","Million euro","Mental health hospitals","5.57",""
"2015","Finland","Million euro","Dental practice","588.59",""
"2015","Finland","Million euro","Pharmacies","2,474.38",""
"2015","Sweden","Million euro","All providers of health care","49,212.49",""
"2015","Sweden","Million euro","General hospitals","18,933.55",""
"2015","Sweden","Million euro","Mental health hospitals",":",""
"2015","Sweden","Million euro","Dental practice","2,797.03",""
"2015","Sweden","Million euro","Pharmacies","4,260.76",""
"2015","Iceland","Million euro","All providers of health care","1,274.64",""
"2015","Iceland","Million euro","General hospitals","488.73",""
"2015","Iceland","Million euro","Mental health hospitals",":",""
"2015","Iceland","Million euro","Dental practice","86.45",""
"2015","Iceland","Million euro","Pharmacies","122.72",""
"2015","Liechtenstein","Million euro","All providers of health care","324.90",""
"2015","Liechtenstein","Million euro","General hospitals","28.53",""
"2015","Liechtenstein","Million euro","Mental health hospitals","0.00",""
"2015","Liechtenstein","Million euro","Dental practice","16.90",""
"2015","Liechtenstein","Million euro","Pharmacies","12.09",""
"2015","Norway","Million euro","All providers of health care","35,220.23",""
"2015","Norway","Million euro","General hospitals","10,919.71",""
"2015","Norway","Million euro","Mental health hospitals","3,417.69",""
"2015","Norway","Million euro","Dental practice","1,775.05",""
"2015","Norway","Million euro","Pharmacies","2,404.91",""
"2015","Switzerland","Million euro","All providers of health care","69,655.06",""
"2015","Switzerland","Million euro","General hospitals","20,501.06",""
"2015","Switzerland","Million euro","Mental health hospitals","2,008.44",""
"2015","Switzerland","Million euro","Dental practice","3,809.24",""
"2015","Switzerland","Million euro","Pharmacies","4,717.23",""
"2015","United Kingdom","Million euro","All providers of health care","261,567.48",""
"2015","United Kingdom","Million euro","General hospitals",":",""
"2015","United Kingdom","Million euro","Mental health hospitals",":",""
"2015","United Kingdom","Million euro","Dental practice","9,527.56",""
"2015","United Kingdom","Million euro","Pharmacies",":",""
"2015","Bosnia and Herzegovina","Million euro","All providers of health care","1,366.71",""
"2015","Bosnia and Herzegovina","Million euro","General hospitals","455.96",""
"2015","Bosnia and Herzegovina","Million euro","Mental health hospitals","3.71",""
"2015","Bosnia and Herzegovina","Million euro","Dental practice","39.38",""
"2015","Bosnia and Herzegovina","Million euro","Pharmacies","329.03",""
"2016","European Union - 28 countries (2013-2020)","Million euro","All providers of health care","1,488,059.34",""
"2016","European Union - 28 countries (2013-2020)","Million euro","General hospitals",":",""
"2016","European Union - 28 countries (2013-2020)","Million euro","Mental health hospitals",":",""
"2016","European Union - 28 countries (2013-2020)","Million euro","Dental practice",":",""
"2016","European Union - 28 countries (2013-2020)","Million euro","Pharmacies",":",""
"2016","Belgium","Million euro","All providers of health care","46,333.94",""
"2016","Belgium","Million euro","General hospitals","14,700.29",""
"2016","Belgium","Million euro","Mental health hospitals","1,940.37",""
"2016","Belgium","Million euro","Dental practice","1,808.18",""
"2016","Belgium","Million euro","Pharmacies","4,863.00",""
"2016","Bulgaria","Million euro","All providers of health care","3,636.79",""
"2016","Bulgaria","Million euro","General hospitals","1,036.30",""
"2016","Bulgaria","Million euro","Mental health hospitals","23.26",""
"2016","Bulgaria","Million euro","Dental practice","131.73",""
"2016","Bulgaria","Million euro","Pharmacies","1,323.91",""
"2016","Czechia","Million euro","All providers of health care","12,609.76",""
"2016","Czechia","Million euro","General hospitals","4,535.09",""
"2016","Czechia","Million euro","Mental health hospitals","205.30",""
"2016","Czechia","Million euro","Dental practice","666.94",""
"2016","Czechia","Million euro","Pharmacies","1,838.91",""
"2016","Denmark","Million euro","All providers of health care","28,720.24",""
"2016","Denmark","Million euro","General hospitals","11,533.99",""
"2016","Denmark","Million euro","Mental health hospitals","1,179.08",""
"2016","Denmark","Million euro","Dental practice","1,571.65",""
"2016","Denmark","Million euro","Pharmacies","1,560.87",""
"2016","Germany (until 1990 former territory of the FRG)","Million euro","All providers of health care","352,208.00",""
"2016","Germany (until 1990 former territory of the FRG)","Million euro","General hospitals","91,629.00",""
"2016","Germany (until 1990 former territory of the FRG)","Million euro","Mental health hospitals",":",""
"2016","Germany (until 1990 former territory of the FRG)","Million euro","Dental practice","26,251.00",""
"2016","Germany (until 1990 former territory of the FRG)","Million euro","Pharmacies","48,352.00",""
"2016","Estonia","Million euro","All providers of health care","1,410.14",""
"2016","Estonia","Million euro","General hospitals","624.48",""
"2016","Estonia","Million euro","Mental health hospitals","3.54",""
"2016","Estonia","Million euro","Dental practice","107.67",""
"2016","Estonia","Million euro","Pharmacies","260.17",""
"2016","Ireland","Million euro","All providers of health care","20,107.33",""
"2016","Ireland","Million euro","General hospitals","6,279.16",""
"2016","Ireland","Million euro","Mental health hospitals","289.64",""
"2016","Ireland","Million euro","Dental practice","438.52",""
"2016","Ireland","Million euro","Pharmacies","2,554.25",""
"2016","Greece","Million euro","All providers of health care","14,498.42",""
"2016","Greece","Million euro","General hospitals","5,649.70",""
"2016","Greece","Million euro","Mental health hospitals","273.15",""
"2016","Greece","Million euro","Dental practice","661.92",""
"2016","Greece","Million euro","Pharmacies","3,871.01",""
"2016","Spain","Million euro","All providers of health care","99,707.93",""
"2016","Spain","Million euro","General hospitals","40,186.24",""
"2016","Spain","Million euro","Mental health hospitals","800.23",""
"2016","Spain","Million euro","Dental practice","3,763.44",""
"2016","Spain","Million euro","Pharmacies","15,829.45",""
"2016","France","Million euro","All providers of health care","256,291.16",""
"2016","France","Million euro","General hospitals","87,757.12",""
"2016","France","Million euro","Mental health hospitals","10,283.47",""
"2016","France","Million euro","Dental practice","10,178.63",""
"2016","France","Million euro","Pharmacies","37,704.57",""
"2016","Croatia","Million euro","All providers of health care","3,183.72",""
"2016","Croatia","Million euro","General hospitals","1,276.23",""
"2016","Croatia","Million euro","Mental health hospitals","49.69",""
"2016","Croatia","Million euro","Dental practice","171.55",""
"2016","Croatia","Million euro","Pharmacies","649.80",""
"2016","Italy","Million euro","All providers of health care","147,963.00",""
"2016","Italy","Million euro","General hospitals",":",""
"2016","Italy","Million euro","Mental health hospitals",":",""
"2016","Italy","Million euro","Dental practice",":",""
"2016","Italy","Million euro","Pharmacies",":",""
"2016","Cyprus","Million euro","All providers of health care","1,253.80",""
"2016","Cyprus","Million euro","General hospitals","506.43",""
"2016","Cyprus","Million euro","Mental health hospitals","11.30",""
"2016","Cyprus","Million euro","Dental practice","59.48",""
"2016","Cyprus","Million euro","Pharmacies","185.54",""
"2016","Latvia","Million euro","All providers of health care","1,556.09",""
"2016","Latvia","Million euro","General hospitals","378.53",""
"2016","Latvia","Million euro","Mental health hospitals","37.43",""
"2016","Latvia","Million euro","Dental practice","83.38",""
"2016","Latvia","Million euro","Pharmacies","450.31",""
"2016","Lithuania","Million euro","All providers of health care","2,581.36",""
"2016","Lithuania","Million euro","General hospitals","813.84",""
"2016","Lithuania","Million euro","Mental health hospitals","15.64",""
"2016","Lithuania","Million euro","Dental practice","145.15",""
"2016","Lithuania","Million euro","Pharmacies","697.37",""
"2016","Luxembourg","Million euro","All providers of health care","2,850.33",""
"2016","Luxembourg","Million euro","General hospitals","788.18",""
"2016","Luxembourg","Million euro","Mental health hospitals","45.74",""
"2016","Luxembourg","Million euro","Dental practice","162.23",""
"2016","Luxembourg","Million euro","Pharmacies","283.81",""
"2016","Hungary","Million euro","All providers of health care","8,123.68",""
"2016","Hungary","Million euro","General hospitals","2,782.42",""
"2016","Hungary","Million euro","Mental health hospitals","8.98",""
"2016","Hungary","Million euro","Dental practice","318.44",""
"2016","Hungary","Million euro","Pharmacies","2,394.35",""
"2016","Malta","Million euro","All providers of health care","945.12",""
"2016","Malta","Million euro","General hospitals","344.05",""
"2016","Malta","Million euro","Mental health hospitals","25.57",""
"2016","Malta","Million euro","Dental practice","21.80",""
"2016","Malta","Million euro","Pharmacies","117.12",""
"2016","Netherlands","Million euro","All providers of health care","72,918.00",""
"2016","Netherlands","Million euro","General hospitals","19,865.00",""
"2016","Netherlands","Million euro","Mental health hospitals","3,843.00",""
"2016","Netherlands","Million euro","Dental practice","3,153.00",""
"2016","Netherlands","Million euro","Pharmacies","5,214.00",""
"2016","Austria","Million euro","All providers of health care","37,020.51",""
"2016","Austria","Million euro","General hospitals","12,501.40",""
"2016","Austria","Million euro","Mental health hospitals",":",""
"2016","Austria","Million euro","Dental practice","1,814.59",""
"2016","Austria","Million euro","Pharmacies","3,938.36",""
"2016","Poland","Million euro","All providers of health care","27,756.39",""
"2016","Poland","Million euro","General hospitals","8,766.72",""
"2016","Poland","Million euro","Mental health hospitals","420.61",""
"2016","Poland","Million euro","Dental practice","1,111.25",""
"2016","Poland","Million euro","Pharmacies","5,724.51",""
"2016","Portugal","Million euro","All providers of health care","17,519.59",""
"2016","Portugal","Million euro","General hospitals","7,105.97",""
"2016","Portugal","Million euro","Mental health hospitals","129.14",""
"2016","Portugal","Million euro","Dental practice",":",""
"2016","Portugal","Million euro","Pharmacies","2,699.39",""
"2016","Romania","Million euro","All providers of health care","8,509.07",""
"2016","Romania","Million euro","General hospitals","2,793.27",""
"2016","Romania","Million euro","Mental health hospitals","104.78",""
"2016","Romania","Million euro","Dental practice","280.07",""
"2016","Romania","Million euro","Pharmacies","2,547.37",""
"2016","Slovenia","Million euro","All providers of health care","3,428.78",""
"2016","Slovenia","Million euro","General hospitals","1,130.83",""
